Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Registrar Horas de Trabajo,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Campo personalizado (Casos de prueba),Campo personalizado (Criterios de aceptacion),Campo personalizado (Issue color),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Team),Campo personalizado (Tipo),Campo personalizado (development),Comentario,Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
[FRONTEND] Crear Server Action para crear orden,DUMI-326,11869,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:51 AM,04/dic/25 10:54 AM,04/dic/25 11:16 AM,,,0,"Crear {{modules/orders/actions/create-order.ts}}:

* Recibir data: CreateOrderInput
* Parsear y validar datos con {{createOrderSchema}}
* Si validación falla, retornar { success: false, error: mensaje }
* Hacer POST a {{/orders}} con body: { quoteId, deliveryDate, address }
* Manejar respuestas de error:
** 404: Cotización no encontrada
** 400: Cotización no está en estado PENDING u otros errores
* Ejecutar revalidatePath('/admin/quotations')
* Ejecutar revalidatePath('/admin/orders')
* Retornar ActionResponse<Order>",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001m7:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 10:51 AM,10528,DUMI-95,Generar orden desde cotización
[FRONTEND] Crear componente AddressForm para selección de dirección,DUMI-327,11871,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:51 AM,04/dic/25 10:54 AM,04/dic/25 11:17 AM,,,0,"Crear {{modules/orders/ui/components/address-form.tsx}} como {{'use client'}}:

* Recibir props del formulario padre (control de react-hook-form)
* Campo Departamento:
** Input deshabilitado con valor fijo ""La Libertad""
* Campo Ciudad (Provincia):
** Select con opciones de {{LA_LIBERTAD_CITIES}}
** Al cambiar, resetear distrito a vacío
* Campo Distrito:
** Select con opciones dinámicas de {{LA_LIBERTAD_DISTRICTS[ciudad]}}
** Deshabilitado si no hay ciudad seleccionada
* Campo Calle:
** Input de texto libre
** Placeholder: ""Ej: Av. España 1234""",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001mf:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 10:51 AM,10528,DUMI-95,Generar orden desde cotización
[FRONTEND] Crear componente CreateOrderDialog,DUMI-328,11873,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:51 AM,04/dic/25 10:54 AM,04/dic/25 10:54 AM,,,0,"Crear {{modules/orders/ui/components/create-order-dialog.tsx}} como {{'use client'}}:

* Recibir props: quotation: QuotationWithDetails, trigger?: ReactNode
* Usar Dialog (no AlertDialog, porque tiene formulario complejo)
* Verificar estado: si quotation.status !== 'PENDING', deshabilitar trigger
* Usar useForm con zodResolver(createOrderSchema)
* Valores por defecto:
** quoteId: [quotation.id|http://quotation.id]
** {{deliveryDate}}: '' (vacío)
** {{address.department}}: 'La Libertad'
** {{address.city}}: ''
** {{address.district}}: ''
** {{address.street}}: ''
* Contenido del dialog:
** Título: ""Generar orden""
** Descripción: ""Complete los datos de entrega para crear la orden""
** Mostrar resumen de cotización: cliente, total, cantidad de prendas
** Campo fecha de entrega:
*** Usar Popover + Calendar
*** Deshabilitar fechas fuera del rango 7-60 días
*** Formatear fecha seleccionada con date-fns
** Componente {{AddressForm}} para dirección
* Botones:
** ""Cancelar"" (cerrar dialog)
** ""Crear orden"" (submit)
* Estado isPending con useTransition
* Al confirmar:
** Llamar a createOrder(data)
** Toast de éxito: ""Orden creada exitosamente""
** Toast de error si falla
** Cerrar dialog y redirigir a /admin/orders/[id] en éxito",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001mn:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 10:51 AM,10528,DUMI-95,Generar orden desde cotización
"[FRONTEND] Agregar botón ""Generar orden"" en página de detalle de cotización",DUMI-329,11875,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:51 AM,04/dic/25 10:54 AM,04/dic/25 11:17 AM,,,0,"Modificar page.tsx:

* Importar {{CreateOrderDialog}}
* En la sección de botones del header, agregar:
** <CreateOrderDialog quotation={quotation} /> solo si status === 'PENDING'
* El botón debe mostrarse con icono {{PackagePlus}} o {{FileOutput}}",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001mv:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 10:51 AM,10528,DUMI-95,Generar orden desde cotización
"[FRONTEND] Agregar opción ""Generar orden"" en tabla de cotizaciones",DUMI-330,11877,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:51 AM,04/dic/25 1:08 PM,04/dic/25 11:17 AM,,,0,"Modificar quotations-table.tsx:

* Importar {{CreateOrderDialog}}
* En DropdownMenu de acciones (solo si PENDING), agregar:
** {{CreateOrderDialog}} con trigger personalizado:
*** <DropdownMenuItem> con icono {{PackagePlus}} y texto ""Generar orden""
** Debe estar antes del separador y opción ""Cancelar""",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001n3:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 10:51 AM,10528,DUMI-95,Generar orden desde cotización
[FRONTEND] Actualizar tipos de Order con estructura del API,DUMI-331,11911,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:36 AM,04/dic/25 11:39 AM,04/dic/25 1:31 PM,,,0,"Modificar types.ts:

* Actualizar OrderStatus a: 'IN_PRODUCTION' | 'DONE' | 'CANCELLED'
* Agregar interface OrderCustomer con: id, names, lastNames, phone, reference?, createdAt?, updatedAt?
* Agregar interface OrderClothesVariant con datos de la variante y prenda anidada
* Agregar interface OrderQuoteDetail con: id, unitPrice, quantity, customizations, clothesVariant
* Agregar interface OrderQuote con: id, total, customerId, status, customer, details[]
* Definir Order para listado con: id, total, status, createdAt, deliveryDate, quoteId, customer, address, totalClothes, totalUnitsToProduced
* Definir OrderWithDetails para detalle con: id, total, status, createdAt, cancellationReason, deliveryDate, quoteId, addressId, address, quote (con customer y details anidados)",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001nb:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:36 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Agregar constantes de estados y ordenamiento,DUMI-332,11913,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:36 AM,04/dic/25 11:39 AM,,,,0,"Modificar constants.ts:

* Definir ORDER_STATUSES como Record con: IN_PRODUCTION (default), DONE (outline), CANCELLED (destructive)
* Agregar ORDER_STATUS_OPTIONS array con opción vacía ""Todos los estados"" + los 3 estados
* Agregar ORDER_SORT_OPTIONS: createdAt, deliveryDate, total
* Agregar SORT_ORDER_OPTIONS: desc, asc",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001nj:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:36 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear queries para órdenes,DUMI-333,11915,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:36 AM,04/dic/25 11:39 AM,04/dic/25 11:39 AM,,,0,"Crear queries.ts:

* Función getOrders(params?) → GET {{/orders}} con filtro opcional de status
* Función getOrderById(id) → GET /orders/:id retornando OrderWithDetails | null
* Usar fetchWithAuth e importar {{'server-only'}}",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001nr:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:36 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear componente OrdersFilters,DUMI-334,11917,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:36 AM,04/dic/25 11:40 AM,04/dic/25 11:40 AM,,,0,"Crear orders-filters.tsx:

* Componente 'use client' con useRouter y useSearchParams
* Select para filtrar por estado (ORDER_STATUS_OPTIONS)
* Select para ordenar por campo (ORDER_SORT_OPTIONS)
* Select para orden asc/desc (SORT_ORDER_OPTIONS)
* Botón ""Limpiar"" con contador de filtros activos
* Actualizar URL con router.push al cambiar filtros",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001nz:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:36 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear componente OrdersSearchResults,DUMI-335,11919,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:36 AM,04/dic/25 11:40 AM,04/dic/25 11:40 AM,,,0,"Crear orders-search-results.tsx:

* Server component async que recibe searchParams
* Llamar a getOrders({ status }) con filtro
* Aplicar ordenamiento client-side por sortBy y sortOrder (createdAt, deliveryDate, total)
* Calcular hasFilters y pasar a OrdersTable
* NO exportar desde index.ts (es Server Component)",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001o7:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:36 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear componente OrdersTable,DUMI-336,11921,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:36 AM,04/dic/25 11:40 AM,04/dic/25 11:40 AM,,,0,"Crear orders-table.tsx:

* Componente 'use client' que recibe orders: Order[] y hasFilters?: boolean
* Columnas: ID (truncado 8 chars), Cliente, Total, Prendas, Unidades, Fecha entrega, Estado
* Badge de estado usando ORDER_STATUSES[status].variant
* DropdownMenu con acción ""Ver detalle"" → Link a /admin/orders/[id]
* Estado vacío diferenciado: con filtros muestra ""No se encontraron órdenes"", sin filtros muestra ""No hay órdenes registradas""",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001of:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:36 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear página de listado de órdenes,DUMI-337,11923,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:37 AM,04/dic/25 11:40 AM,,,,0,"Crear page.tsx:

* Server component que extrae searchParams (status, sortBy, sortOrder)
* Título ""Órdenes"" con descripción ""Gestiona la producción y entrega de pedidos""
* Sin breadcrumb ni icono con fondo (seguir patrón de quotations/clothes)
* Renderizar OrdersFilters y OrdersSearchResults pasando params",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001on:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:37 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear componente OrderDetail,DUMI-338,11925,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:37 AM,04/dic/25 11:40 AM,04/dic/25 11:40 AM,,,0,"Crear order-detail.tsx:

* Componente 'use client' que recibe order: OrderWithDetails
* Acceder al cliente vía order.quote.customer
* Card ""Información de la orden"": ID, quoteId, estado (badge), fecha creación
* Si CANCELLED y cancellationReason: mostrar motivo en rojo
* Card ""Detalle de prendas"": tabla con nombre prenda, cantidad, precio unit., subtotal
* Card ""Dirección de entrega"": street, district, city, department
* Card ""Cliente"": nombre completo, teléfono
* Card ""Fecha de entrega"": fecha formateada grande
* Card ""Resumen"": prendas únicas, unidades totales, total (calculados desde quote.details)",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001ov:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:37 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear página de detalle de orden,DUMI-339,11927,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:37 AM,04/dic/25 11:41 AM,04/dic/25 11:41 AM,,,0,"Crear page.tsx:

* Server component que obtiene orden con getOrderById(id)
* Si no existe, llamar notFound()
* Breadcrumb: Inicio > Órdenes > Detalle
* Título ""Orden #[id truncado]..."" con badge de estado
* Botón ""Volver"" a {{/admin/orders}}
* Renderizar OrderDetail con la orden",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001p3:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:37 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Agregar navegación de Órdenes al sidebar,DUMI-340,11929,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 11:37 AM,04/dic/25 11:41 AM,04/dic/25 11:41 AM,,,0,"Modificar app-sidebar.tsx:

* Importar PackageIcon de lucide-react
* En adminNavGroups → grupo ""Gestión"", agregar después de ""Cotizaciones"":
** title: 'Órdenes', href: '/admin/orders', icon: PackageIcon",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001pb:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 11:37 AM,10530,DUMI-97,Listar órdenes
[FRONTEND] Crear Server Action para actualizar estado de orden,DUMI-341,11963,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 1:32 PM,04/dic/25 1:32 PM,04/dic/25 1:32 PM,,,0,"Crear update-order-status.ts:

* Recibir id: string y status: OrderStatus
* Hacer PATCH a /orders/:id con body { status }
* Manejar respuestas de error:
** 404: ""Orden no encontrada""
** 400: Mensaje del API o ""No se puede cambiar el estado de la orden. Verifica que esté en producción.""
* Ejecutar revalidatePath('/admin/orders') y revalidatePath('/admin/orders/[id]')
* Retornar ActionResponse<Order>
* Exportar desde index.ts",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001pj:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 1:32 PM,10529,DUMI-96,Finalizar orden de producción
[FRONTEND] Crear componente CompleteOrderDialog,DUMI-342,11965,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 1:32 PM,04/dic/25 1:33 PM,04/dic/25 1:32 PM,,,0,"Crear complete-order-dialog.tsx:

* Componente 'use client' que recibe orderId: string, disabled?: boolean, trigger?: ReactNode, onSuccess?: () => void
* Usar AlertDialog de shadcn para confirmación
* Título: ""¿Finalizar orden?""
* Descripción: ""Esta acción marcará la orden como completada. El pedido quedará listo para entrega al cliente.""
* Botón cancelar ""Cancelar"" y botón confirmar ""Finalizar orden"" con estilo verde ({{bg-green-600 hover:bg-green-700}})
* Al confirmar: llamar a updateOrderStatus(orderId, 'DONE')
* Mostrar toast de éxito: ""Orden finalizada exitosamente"" con descripción ""El pedido está listo para entrega.""
* Mostrar toast de error con mensaje del API
* Usar useTransition para estado de carga con Spinner
* Exportar desde index.ts",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001pr:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 1:32 PM,10529,DUMI-96,Finalizar orden de producción
"[FRONTEND] Agregar botón ""Finalizar orden"" en página de detalle",DUMI-343,11967,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 1:32 PM,04/dic/25 1:33 PM,04/dic/25 1:33 PM,,,0,"Modificar page.tsx:

* Importar CompleteOrderDialog desde {{@/modules/orders/ui/components/complete-order-dialog}}
* En la sección de botones del header (después de ""Volver""), agregar condicionalmente:
** Si order.status === 'IN_PRODUCTION': mostrar <CompleteOrderDialog orderId={id} />
* El botón por defecto del dialog muestra icono CheckCircle y texto ""Finalizar orden""",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001pz:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 1:32 PM,10529,DUMI-96,Finalizar orden de producción
"[FRONTEND] Agregar opción ""Finalizar"" en dropdown de tabla de órdenes",DUMI-344,11969,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 1:32 PM,04/dic/25 1:33 PM,04/dic/25 1:33 PM,,,0,"Modificar orders-table.tsx:

* Importar CheckCircle de lucide-react
* Importar DropdownMenuSeparator de dropdown-menu
* Importar CompleteOrderDialog desde {{./complete-order-dialog}}
* En DropdownMenuContent, después de ""Ver detalle"", agregar condicionalmente:
** Si order.status === 'IN_PRODUCTION':
*** <DropdownMenuSeparator />
*** <CompleteOrderDialog> con trigger personalizado:
**** <DropdownMenuItem onSelect={e => e.preventDefault()} className='text-green-600 focus:text-green-600'>
**** Icono CheckCircle y texto ""Finalizar""",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001q7:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 1:32 PM,10529,DUMI-96,Finalizar orden de producción
[FRONTEND] Crear Server Action para cancelar orden,DUMI-345,11971,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 1:36 PM,04/dic/25 1:46 PM,04/dic/25 1:46 PM,,,0,"Crear {{modules/orders/actions/cancel-order.ts}}:

* Recibir id: string y cancellationReason: string
* Hacer PATCH a /orders/:id/cancel con body { reason }
* Manejar respuestas de error:
** 404: ""Orden no encontrada""
** 400: Mensaje del API o ""No se puede cancelar la orden. Solo se pueden cancelar órdenes en producción.""
* Ejecutar revalidatePath('/admin/orders') y revalidatePath('/admin/orders/[id]')
* Retornar ActionResponse<Order>
* Exportar desde index.ts",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001qf:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 1:36 PM,10531,DUMI-98,Cancelar orden
[FRONTEND] Crear schema de validación para cancelar orden,DUMI-346,11973,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 1:36 PM,04/dic/25 1:38 PM,04/dic/25 1:38 PM,,,0,"Modificar schemas.ts:

* Crear {{cancelOrderSchema}} con zod que valide:
** cancellationReason: string, mínimo 10 caracteres, máximo 500, requerido
** Mensaje de error: ""El motivo debe tener al menos 10 caracteres""
* Exportar tipo inferido {{CancelOrderFormValues}}",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001qn:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 1:36 PM,10531,DUMI-98,Cancelar orden
[FRONTEND] Crear componente CancelOrderDialog,DUMI-347,11975,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 1:36 PM,04/dic/25 1:38 PM,04/dic/25 1:38 PM,,,0,"Crear {{modules/orders/ui/components/cancel-order-dialog.tsx}}:

* Componente 'use client' que recibe orderId: string, disabled?: boolean, trigger?: ReactNode, onSuccess?: () => void
* Usar Dialog de shadcn (no AlertDialog, porque necesita input)
* Título: ""¿Cancelar orden?""
* Descripción: ""Esta acción no se puede deshacer. La orden será cancelada permanentemente.""
* Formulario con:
** Textarea para cancellationReason con label ""Motivo de cancelación""
** Placeholder: ""Ej: Cliente solicitó anulación del pedido...""
** Validación con {{cancelOrderSchema}} y react-hook-form
* Botón cancelar ""Volver"" y botón confirmar ""Cancelar orden"" con variant destructive
* Al confirmar: llamar a cancelOrder(orderId, cancellationReason)
* Mostrar toast de éxito: ""Orden cancelada exitosamente""
* Mostrar toast de error con mensaje del API
* Usar useTransition para estado de carga con Spinner
* Exportar desde index.ts",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001qv:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 1:36 PM,10531,DUMI-98,Cancelar orden
